ID;TIPOID;NOMBRE;TIPOMIEMBRO;
80314;CC;Maria;Estudiante;
77032;CC;mariana;Egresado;
75451;CC;vittorio;Estudiante;
73197;CC;santiago;Estudiante;
78871;CC;maurizio;Estudiante;
77001;CC;gabriel;Estudiante;
76001;CC;Claudia;Estudiante;
76666;CC;Nelly ;Estudiante;
79995;CC;vicky;Egresado;
78644;CC;Silvana;Profesor;
80974;CC;mathias;Estudiante;
79690;CC;Maria;Estudiante;
79901;CC;victoria;Profesor;
79032;CC;nicolas;Estudiante;
80186;CC;Silvana;Egresado;
75864;CC;Valentina;Egresado;
81574;CC;Silvana;Estudiante;
80739;CC;pablo;Estudiante;
77303;CC;Maicol;Estudiante;
75143;CC;camila ;Egresado;
73041;CC;jaime;Egresado;
77905;CC;gabriel;Estudiante;
76071;CC;Nelly ;Estudiante;
80779;CC;Cristina;Estudiante;
75485;CC;camila ;Estudiante;
76880;CC;nicolas;Estudiante;
78109;CC;Silvana;Estudiante;
77854;CC;Cristina;Estudiante;
73157;CC;Nelly ;Estudiante;
73990;CC;pedro;Egresado;
77597;CC;jose;Estudiante;
74767;CC;Julian;Profesor;
79878;CC;Maicol;Estudiante;
73987;CC;angelica;Egresado;
75995;CC;victoria;Estudiante;
78639;CC;valeria;Estudiante;
75974;CC;valeria;Estudiante;
81016;CC;Nelly ;Estudiante;
73592;CC;jorge;Estudiante;
77923;CC;jorge;Egresado;
78356;CC;mariana;Estudiante;
79885;CC;Sofia ;Estudiante;
73632;CC;jaime;Estudiante;
79048;CC;andrea ;Estudiante;
81448;CC;Maria;Estudiante;
75352;CC;Julian;Estudiante;
76127;CC;angelica;Profesor;
76676;CC;pablo;Profesor;
72190;CC;victoria;Estudiante;
77155;CC;victoria;Estudiante;
79778;CC;mathias;Estudiante;
73462;CC;andres;Estudiante;
73396;CC;Juliana;Estudiante;
73575;CC;andrei;Estudiante;
74511;CC;gabriel;Profesor;
74302;CC;jorge;Estudiante;
76737;CC;jose;Egresado;
72857;CC;Catherine;Estudiante;
77065;CC;maurizio;Estudiante;
78246;CC;Juliana;Egresado;
75302;CC;Nelly ;Estudiante;
72866;CC;sabastian;Profesor;
77600;CC;Maria;Estudiante;
74614;CC;mathias;Estudiante;
72531;CC;Hannah;Estudiante;
74741;CC;Julian;Profesor;
81341;CC;lucho;Estudiante;
72334;CC;Hannah;Egresado;
81603;CC;sabastian;Estudiante;
80362;CC;gabriel;Estudiante;
79741;CC;victoria;Estudiante;
73337;CC;Nelly ;Estudiante;
74864;CC;Cristina;Egresado;
79986;CC;jaime;Estudiante;
72099;CC;andrea ;Estudiante;
79212;CC;jaime;Estudiante;
76976;CC;maurizio;Estudiante;
79566;CC;Sofia ;Egresado;
80440;CC;mariana;Estudiante;
75469;CC;violeta;Estudiante;
79804;CC;Nelly ;Estudiante;
78489;CC;pedro;Estudiante;
78004;CC;nicolas;Estudiante;
73002;CC;Silvana;Egresado;
77907;CC;gabriel;Estudiante;
73325;CC;Maria;Estudiante;
81136;CC;Nelly ;Estudiante;
73141;CC;andrei;Estudiante;
72406;CC;Cristina;Profesor;
77136;CC;jose;Egresado;
81396;CC;vicky;PersonaEvento;
80379;CC;pablo;PersonaEvento;
77292;TI;camila ;Egresado;
77746;CC;vicky;Egresado;
74076;CC;Silvana;Estudiante;
75055;CC;Nelly ;Profesor;
74193;CC;maurizio;Estudiante;
72514;CC;jaime;Estudiante;
74045;CC;Nelly ;Estudiante;
81339;CC;Juliana;Profesor;
73354;CC;Hannah;Estudiante;
78191;CC;santiago;Estudiante;
76941;CC;violeta;Estudiante;
72538;CC;Claudia;Estudiante;
77787;CC;camila ;Profesor;
81098;CC;Sofia ;Estudiante;
74152;CC;angelica;Estudiante;
72589;CC;Claudia;Egresado;
73116;CC;Julian;Profesor;
81703;CC;vicky;Profesor;
76713;CC;Maria;Egresado;
79655;CC;Catherine;Profesor;
76839;CC;pedro;Estudiante;
80741;CC;juan;Estudiante;
79495;TI;Sofia ;Profesor;
74565;CC;Julian;Estudiante;
76570;CC;andrei;Egresado;
81515;CC;Maria;Estudiante;
80923;CC;vittorio;Estudiante;
79659;CC;Valentina;Estudiante;
81478;CC;juan;Estudiante;
75512;CC;andres;Estudiante;
75144;CC;jaime;Estudiante;
80108;TI;angelica;Profesor;
81607;TI;andres;Estudiante;
74494;CC;daniel;Egresado;
73861;CC;Aura;Estudiante;
74225;CC;Maria;Estudiante;
72374;CC;Nelly ;Estudiante;
78285;CC;juan;Estudiante;
78721;CC;mathias;Estudiante;
72841;CC;mathias;Estudiante;
74322;CC;mathias;Estudiante;
75742;CC;Claudia;Estudiante;
78465;CC;Juliana;Profesor;
73700;CC;Cristina;Egresado;
73058;CC;sabastian;Egresado;
77154;CC;andrea ;Estudiante;
73289;CC;andrei;Estudiante;
74798;CC;victoria;Egresado;
76921;CC;santiago;Estudiante;
77838;CC;Julian;Estudiante;
75391;TI;lucho;Estudiante;
80306;CC;Juliana;Estudiante;
80270;CC;andres;Estudiante;
81845;CC;Cristina;Profesor;
72251;CC;Nelly ;Estudiante;
74273;CC;Claudia;Estudiante;
73319;CC;angelica;Estudiante;
75095;CC;vittorio;Estudiante;
79200;CC;Aura;Estudiante;
79718;CC;Juliana;Estudiante;
72266;CC;juan;Profesor;
79018;CC;nicolas;Egresado;
74311;CC;mathias;Egresado;
74094;CC;jose;Estudiante;
75931;CC;sabastian;Profesor;
77229;CC;jose;Estudiante;
78237;CC;Nelly ;Estudiante;
82042;CC;andres;Estudiante;
72319;TI;santiago;Estudiante;
75162;CC;sabastian;Estudiante;
72595;CC;gabriel;Estudiante;
77567;CC;gabriel;Estudiante;
80261;CC;santiago;Estudiante;
75789;CC;Juliana;Estudiante;
75132;CC;Claudia;Estudiante;
73144;CC;angelica;Estudiante;
72417;CC;juan;Egresado;
76173;CC;vittorio;Estudiante;
80557;CC;Silvana;Estudiante;
79058;CC;jose;Egresado;
77346;CC;Catherine;Estudiante;
76177;CC;vittorio;Estudiante;
74321;CC;valeria;Egresado;
72238;CC;Valentina;Estudiante;
73505;CC;Claudia;Profesor;
72670;CC;jose;Profesor;
76405;CC;jaime;Estudiante;
73967;CC;Catherine;Estudiante;
78107;CC;mathias;Egresado;
81418;CC;andres;Estudiante;
79149;CC;mathias;Estudiante;
77573;CC;Hannah;Estudiante;
78485;CC;vicky;PersonaEvento;
73639;CC;sabastian;Profesor;
75387;CC;gabriel;Estudiante;
77361;TI;camila ;Estudiante;
77951;CC;andres;Profesor;
78399;CC;Nelly ;Estudiante;
80211;CC;daniel;Estudiante;
76611;CC;Claudia;Estudiante;
73412;CC;Valentina;Estudiante;
77285;CC;victoria;Profesor;
76600;CC;Sofia ;Estudiante;
79535;CC;pedro;Profesor;
81965;CC;andres;Estudiante;
75124;CC;maurizio;Estudiante;
78957;CC;gabriel;Estudiante;
79385;CC;valeria;Profesor;
81034;CC;santiago;Estudiante;
80675;CC;angelica;Egresado;
76045;TI;Nelly ;Estudiante;
72188;CC;victoria;Estudiante;
74779;CC;Catherine;Estudiante;
77972;CC;jose;Egresado;
73992;CC;Sofia ;Estudiante;
81384;CC;mathias;Estudiante;
73865;CC;Hannah;Estudiante;
74370;CC;gabriel;Estudiante;
81428;CC;Maria;Estudiante;
78013;CC;jorge;Estudiante;
79859;CC;nicolas;Estudiante;
78537;CC;andrea ;Estudiante;
73171;CC;jaime;Estudiante;
75719;CC;violeta;Profesor;
78569;CC;victoria;Estudiante;
77921;CC;Maria;Estudiante;
81143;CC;victoria;Estudiante;
74949;CC;victoria;Estudiante;
75634;CC;jorge;Estudiante;
81354;CC;gabriel;Estudiante;
81833;TI;pedro;Estudiante;
79606;CC;vicky;Estudiante;
81310;CC;Maria;Profesor;
75139;CC;Catherine;Estudiante;
79305;CC;maurizio;Estudiante;
76795;CC;vicky;Estudiante;
79728;CC;violeta;Estudiante;
74804;CC;vittorio;Egresado;
76783;CC;Hannah;Estudiante;
73189;CC;angelica;Estudiante;
76334;CC;nicolas;Estudiante;
80368;CC;Nelly ;Egresado;
72882;CC;Hannah;Egresado;
76915;CC;Maicol;Egresado;
81742;CC;andrea ;Estudiante;
75413;CC;Aura;Estudiante;
79391;TI;sabastian;Profesor;
73788;CC;Maicol;Estudiante;
72941;CC;gabriel;Estudiante;
79868;CC;maurizio;Egresado;
72438;CC;daniel;Estudiante;
75784;CC;jose;Estudiante;
78176;CC;Juliana;Profesor;
79873;CC;pablo;Estudiante;
81192;CC;sabastian;Estudiante;
72544;CC;angelica;Egresado;
79067;CC;santiago;Profesor;
72938;CC;Valentina;Egresado;
81475;CC;pablo;Egresado;
78145;CC;Maicol;Estudiante;
76040;CC;lucho;Estudiante;
80482;CC;valeria;Egresado;
77286;CC;Sofia ;Estudiante;
77693;CC;jose;Estudiante;
74820;CC;maurizio;Estudiante;
74004;CC;Cristina;Estudiante;
74128;CC;camila ;Egresado;
73001;CC;Catherine;Estudiante;
81497;CC;daniel;Estudiante;
74236;CC;andrei;Estudiante;
80514;CC;jorge;Estudiante;
80550;CC;gabriel;Estudiante;
76732;CC;jose;Estudiante;
79624;TI;camila ;Estudiante;
74561;CC;lucho;Egresado;
80208;CC;Silvana;Estudiante;
80094;CC;lucho;Estudiante;
77732;CC;Sofia ;Profesor;
78279;CC;daniel;Estudiante;
79844;CC;Claudia;Estudiante;
80635;CC;lucho;Egresado;
72244;CC;Maria;Profesor;
77845;CC;Valentina;Estudiante;
80736;CC;Julian;Egresado;
80392;CC;Julian;Egresado;
80870;CC;sabastian;Egresado;
79727;CC;Maicol;Profesor;
74027;CC;daniel;Egresado;
80666;CC;andres;Egresado;
72355;CC;Nelly ;Estudiante;
78451;CC;Nelly ;Estudiante;
78645;CC;Sofia ;Estudiante;
77790;CC;vicky;Estudiante;
80677;CC;andres;Egresado;
73434;CC;santiago;Estudiante;
74801;CC;mariana;Profesor;
72331;CC;Maria;Estudiante;
80397;CC;valeria;Estudiante;
73681;CC;Maria;Estudiante;
73814;CC;Julian;Profesor;
76252;CC;jorge;Estudiante;
80367;CC;jaime;Estudiante;
78211;CC;andrei;Estudiante;
75809;CC;sabastian;Egresado;
74697;CC;lucho;Profesor;
73843;CC;Silvana;Profesor;
74823;CC;maurizio;Estudiante;
77851;CC;maurizio;Egresado;
75491;CC;Cristina;Estudiante;
76831;CC;mariana;Estudiante;
76859;CC;santiago;Egresado;
76896;CC;nicolas;Estudiante;
78037;CC;andres;Estudiante;
77462;CC;lucho;Egresado;
72863;CC;andres;Estudiante;
72536;CC;victoria;Estudiante;
72651;CC;andres;Estudiante;
80003;CC;mariana;Profesor;
78577;CC;sabastian;Estudiante;
76336;CC;andrei;Estudiante;
80265;CC;lucho;Egresado;
75767;CC;vicky;Estudiante;
74559;CC;victoria;Profesor;
74244;CC;Catherine;Estudiante;
72196;CC;Hannah;Estudiante;
79978;CC;Aura;Estudiante;
75724;CC;nicolas;Estudiante;
73170;CC;Hannah;Estudiante;
74954;CC;Catherine;Estudiante;
76292;CC;pedro;Estudiante;
74106;CC;maurizio;Egresado;
76052;CC;andrea ;Profesor;
74031;CC;victoria;Profesor;
81975;CC;mathias;PersonaEvento;
81853;CC;valeria;Estudiante;
75838;CC;Sofia ;Estudiante;
74875;CC;pedro;Egresado;
81795;CC;vittorio;Estudiante;
72893;CC;andrei;Estudiante;
77173;CC;andrea ;Egresado;
75271;TI;Maria;Estudiante;
75447;CC;angelica;Estudiante;
79940;CC;Juliana;Egresado;
79043;CC;camila ;Estudiante;
74850;CC;jaime;Egresado;
79123;CC;pedro;Estudiante;
79437;CC;lucho;Egresado;
81778;CC;vittorio;Estudiante;
73057;CC;camila ;Estudiante;
73890;CC;jose;Estudiante;
80558;CC;Claudia;Estudiante;
79760;CC;Juliana;Estudiante;
78642;CC;maurizio;Estudiante;
74369;CC;andrei;Estudiante;
76958;CC;Claudia;Estudiante;
75535;CC;juan;Egresado;
80129;CC;vittorio;Estudiante;
79276;CC;Cristina;Egresado;
81158;CC;mariana;Estudiante;
75993;CC;gabriel;Estudiante;
75566;TI;lucho;Estudiante;
75578;CC;Catherine;Profesor;
75980;CC;vittorio;Egresado;
76648;CC;sabastian;Estudiante;
77879;CC;victoria;Profesor;
80104;CC;Valentina;Profesor;
80382;TI;Maria;Estudiante;
72931;CC;Juliana;Estudiante;
76538;CC;vittorio;Egresado;
73882;CC;sabastian;Estudiante;
72339;CC;vittorio;Estudiante;
72611;CC;violeta;Estudiante;
73754;CC;santiago;Egresado;
75172;CC;victoria;Egresado;
76694;CC;pedro;Estudiante;
79723;CC;nicolas;Egresado;
78590;CC;violeta;Estudiante;
76249;CC;Cristina;Estudiante;
78595;CC;valeria;Estudiante;
80925;CC;Aura;Profesor;
81443;CC;jaime;Profesor;
77659;CC;daniel;Estudiante;
75407;CC;Hannah;Estudiante;
76411;CC;andrea ;Estudiante;
77723;CC;pablo;Estudiante;
75446;CC;Hannah;Egresado;
78940;CC;Maria;Estudiante;
82012;CC;mathias;Estudiante;
81269;CC;Maicol;Estudiante;
74411;CC;pablo;Estudiante;
76889;CC;Nelly ;Estudiante;
72894;CC;Cristina;Estudiante;
75761;CC;juan;Estudiante;
72962;CC;Maria;Estudiante;
77581;CC;vicky;Egresado;
75711;CC;Silvana;Egresado;
75294;CC;valeria;Estudiante;
81056;CC;mariana;Estudiante;
79572;CC;Cristina;Estudiante;
78213;CC;Maria;Estudiante;
76909;CC;jaime;Estudiante;
74325;CC;Juliana;Estudiante;
72397;CC;Silvana;Estudiante;
74849;CC;Maria;Profesor;
73499;CC;gabriel;Estudiante;
78353;TI;Hannah;Estudiante;
73285;CC;jose;Estudiante;
80492;CC;andrea ;Estudiante;
76240;CC;vicky;Estudiante;
73143;TI;Sofia ;Estudiante;
78082;CC;Nelly ;Egresado;
79488;CC;Cristina;Estudiante;
76681;TI;Catherine;Estudiante;
79920;CC;Claudia;Estudiante;
75802;CC;mathias;Estudiante;
74586;CC;Silvana;Estudiante;
76903;CC;Julian;Profesor;
75041;CC;victoria;Estudiante;
77881;CC;Silvana;Estudiante;
75593;CC;sabastian;Egresado;
80872;CC;daniel;Estudiante;
78634;CC;gabriel;Profesor;
77026;CC;Catherine;Estudiante;
74060;TI;Claudia;Estudiante;
79908;CC;Silvana;Egresado;
77535;CC;santiago;Profesor;
73338;CC;jose;Estudiante;
79545;CC;Hannah;Estudiante;
77130;CC;jorge;Profesor;
78519;CC;violeta;Estudiante;
74376;CC;andres;Egresado;
77358;CC;pablo;Egresado;
76464;CC;maurizio;Estudiante;
78969;CC;jose;Estudiante;
78752;CC;gabriel;Estudiante;
74021;CC;andrei;Estudiante;
75304;CC;andres;PersonaEvento;
81403;CC;daniel;Profesor;
74948;CC;Catherine;Estudiante;
78493;CC;Catherine;Egresado;
79002;CC;jose;Estudiante;
77655;CC;pedro;Profesor;
77465;CC;Julian;Egresado;
73427;CC;mathias;Egresado;
80788;CC;jorge;Profesor;
75468;CC;valeria;Profesor;
79046;CC;vittorio;Estudiante;
72593;TI;Aura;Estudiante;
74026;CC;vicky;Estudiante;
78276;CC;Maria;Estudiante;
80995;CC;jorge;Profesor;
78554;CC;daniel;Profesor;
72758;CC;mathias;Egresado;
76910;CC;Nelly ;Estudiante;
76566;CC;Juliana;Estudiante;
79879;CC;vittorio;Profesor;
81220;CC;Sofia ;Estudiante;
75240;CC;sabastian;Profesor;
78627;CC;vicky;Estudiante;
73969;CC;Maria;Profesor;
78838;CC;Hannah;Egresado;
76804;CC;Claudia;Profesor;
78847;CC;lucho;Estudiante;
76057;CC;daniel;Egresado;
76060;CC;santiago;Profesor;
81429;CC;andrea ;Estudiante;
72202;CC;mariana;Estudiante;
75202;CC;jaime;Egresado;
77369;CC;Claudia;Estudiante;
72263;CC;andrea ;Estudiante;
81807;CC;pedro;Estudiante;
72496;CC;victoria;Estudiante;
76582;CC;Sofia ;Estudiante;
78229;CC;violeta;Estudiante;
76220;CC;Sofia ;Egresado;
74688;CC;Nelly ;Estudiante;
75933;CC;andrea ;Estudiante;
78598;CC;gabriel;Profesor;
75963;CC;Nelly ;Profesor;
76241;CC;jose;Profesor;
78166;CC;mathias;Estudiante;
72394;CC;Juliana;Estudiante;
77689;CC;andrea ;Estudiante;
78817;CC;Catherine;Estudiante;
81110;CC;andres;Estudiante;
75156;CC;Sofia ;Egresado;
72698;CC;nicolas;Estudiante;
78374;CC;lucho;Estudiante;
75874;CC;lucho;Estudiante;
78033;CC;angelica;Estudiante;
72509;CC;daniel;Estudiante;
72429;CC;Maria;Estudiante;
73162;CC;jorge;Estudiante;
81572;CC;Nelly ;Estudiante;
81377;CC;mariana;Estudiante;
74713;CC;vittorio;Estudiante;
76825;CC;sabastian;Estudiante;
72784;CC;Juliana;Egresado;
72564;CC;Claudia;Profesor;
72317;CC;juan;Egresado;
78864;CC;Maria;Egresado;
72553;CC;Juliana;Egresado;
72821;CC;Claudia;Estudiante;
74550;CC;Catherine;Estudiante;
78393;CC;maurizio;Egresado;
80612;CC;Claudia;Estudiante;
80707;CC;vittorio;Profesor;
75441;CC;santiago;Estudiante;
77473;CC;daniel;Egresado;
76381;CC;andrei;Estudiante;
78256;CC;vittorio;Estudiante;
75181;CC;maurizio;Profesor;
74260;CC;Nelly ;Estudiante;
78199;CC;Maria;Estudiante;
78987;CC;Cristina;Egresado;
73802;CC;Juliana;Estudiante;
75138;CC;Claudia;Estudiante;
73324;CC;nicolas;Egresado;
74613;CC;mariana;Estudiante;
75623;CC;andrei;Profesor;
76946;TI;sabastian;Profesor;
75537;CC;Hannah;Egresado;
78946;CC;Maria;Estudiante;
75731;CC;jorge;Egresado;
72830;CC;violeta;Estudiante;
76625;CC;juan;Profesor;
80618;CC;jorge;PersonaEvento;
79889;CC;andrea ;Estudiante;
76043;CC;mariana;Estudiante;
76152;CC;Maria;Profesor;
74458;CC;Aura;Estudiante;
79442;CC;valeria;Estudiante;
81726;CC;angelica;Estudiante;
75316;CC;Silvana;Estudiante;
81718;CC;Hannah;Estudiante;
79405;CC;Silvana;Estudiante;
77095;CC;Julian;Estudiante;
80479;CC;Claudia;Estudiante;
77756;CC;vittorio;Estudiante;
76758;CC;Valentina;Estudiante;
74284;CC;Catherine;Estudiante;
74975;CC;Valentina;Estudiante;
80012;TI;Maicol;Profesor;
81473;CC;victoria;Estudiante;
77005;CC;vicky;Estudiante;
